category,question,answer
حقوقی(وثایق، تضامین و ...),میزان وثایق و تضمینات مورد نیاز چقدر است؟,وثایق و تضمینات ارائه شده از سوی شرکت متقاضی (جز در موارد استثنایی) می بایست با توجه به مبلغ تسهیلات 105 تا 115 درصد اصل و فرع تسهیلات را پوشش دهد.
حقوقی(وثایق، تضامین و ...),آیا به جای وثیقه ملکی میتوان ضمانت نامه ارائه داد؟,بله امکان ارائه ضمانت نامه بانکی تعهد پرداخت قابل تمدید از بانکهای معتبر دارای مجوز از بانک مرکزی بجای سایر تضمینات وجود دارد.
حقوقی(وثایق، تضامین و ...),شرایط ترهین اموال غیرمنقول (املاک) چیست؟,ملک مورد وثیقه بایستی به صورت شش دانگ، بلامعارض، مفروز، محصور، ارزنده، سهل البیع و دارای سند مالکیت رسمی بوده و در طرح تعریض کوچه، خیابان و سایر طرح های شهرداری و راه سازی و مترو قرار نداشته باشد و دارای پایان کار باشد. این موارد توسط صندوق از مراجع ذیربط مانند شهرداری استعلام خواهد شد.
حقوقی(وثایق، تضامین و ...),آیا سند غیر 6 دانگ (مثلا 2 دانگ از یک ملک) قابل ترهین است؟,خیر، امکان ترهین سند کمتر از 6 دانگ وجود ندارد. درصورت مشاع بودن مالکیت، کلیه مالکین باید بعنوان وثیقه گذار سند رهنی را امضا نمایند.
حقوقی(وثایق، تضامین و ...),آیا وثیقه ملکی می تواند متعلق به شخص دیگری جز شرکت تسهیلات گیرنده یا اعضای هیات مدیره باشد؟,بله، درصورتی که ملک موردنظر شرایطی که در دستورالعمل اخذ تضمینات آمده است را داشته باشد این امر امکانپذیر خواهد بود.
حقوقی(وثایق، تضامین و ...),اگر ارزش ملک بیش از میزان وثیقه مورد نیاز باشد می توان باقیمانده آن را در رهن بانک یا صندوق دیگری قرار داد؟,بله، شرکت می بایست درخواست کتبی خود را، به واحد حقوقی ارائه دهد تا موضوع در کمیته اعتباری طرح و در خصوص آن تصمیم گیری شود.
حقوقی(وثایق، تضامین و ...),ضامن معتبر کیست؟,ضامن معتبر عبارتست از اشخاص اعم از حقیقی یا حقوقی که پس از ارسال مدارک خود و انجام اعتبارسنجی از سوی صندوق، تمکن مالی ایشان جهت ضمانت احراز و تایید می گردد. مدارک مورد نیاز جهت معرفی ضامن معتبر در «فرم معرفی ضامن معتبر» موجود است.
حقوقی(وثایق، تضامین و ...),هزینه ارزیابی و ترهین وثائق و تضمینات بر عهده کیست؟,کلیه هزینه های انعقاد قرارداد، اعم از هزینه های مربوط به ارائه تضمینات و وثائق و همچنین ارزیابی و کارشناسی و کلیه هزینه های تنظیم سند رهنی با متقاضی تسهیلات است و باید قبل از انعقاد قرارداد یا اقدام صندوق پرداخت گردد.
حقوقی(وثایق، تضامین و ...),شرایط ترهین ماشین آلات چیست؟,ترهین ماشین آلات و تجهیزات تنها در صورت درج در مصوبه کمیته اعتباری، پس از ارزیابی توسط کارشناس یا کارشناسان رسمی دادگستری، در دفتر اسناد رسمی و با هزینه متقاضی انجام می گیرد. لازم به ذکر است که منظور از ماشین آلات و تجهیزات، ماشین آلات منصوب در محل اجرای می باشند که بنا به مورد باید دارای فاکتور و بیمه نامه معتبر بوده و حداقل 130 درصد اصل و فرع تسهیلات را پوشش دهد.
حقوقی(وثایق، تضامین و ...),آیا امالکی که دارای مستاجر میباشند قابل ترهین هستند؟,بله درصورتی که قرارداد اجاره بیش از 1 سال نباشد و در املاک تجاری مستأجر فاقد حق سرقفلی یا کسب و پیشه و تجارت به هر نحو باشد.
حقوقی(وثایق، تضامین و ...),چه نوع ضمانت نامه ای جهت تضمین دریافت تسهیلات قابل ارائه است؟,"ضمانت نامه باید بانکی و از نوع ""تعهد پرداخت"" و بدون قید و شرط و قابل تمدید ولو کراراً و مدت آن متناسب با مدت قرارداد باشد. درصورت انقضاء مدت ضمانتنامه قبل از انجام تعهدات و عدم تمدید آن از سوی متقاضی، صندوق نسبت به وصول وجه ضمانت نامه اقدام خواهد نمود."
حقوقی(وثایق، تضامین و ...),آیا اعضای هیات مدیره میتوانند بجای چک شرکت، از چک شخصی خود جهت ارائه چکهای اقساط یا تضمین استفاده نمایند؟,خیر. با توجه به اینکه طرف اصلی قرارداد تسهیلات، شرکت می باشد لذا اخذ چک شخصی از اعضای هیات مدیره یا اشخاص ثالث بجای شرکت امکانپذیر نمی باشد.
حقوقی(وثایق، تضامین و ...),آیا املاک اداری و تجاری به عنوان وثیقه مورد قبول میباشد؟,املاک تجاری و اداری ارزنده و سهل البیع درصورتیکه شخص ثالث حق سرقفلی یا کسب و پیشه نسبت به آن نداشته باشد و شرکت حق واگذاری آن را به هرشکل در سند رهنی از خود سلب نماید، بعنوان وثیقه قابل پذیرش هستند.
حقوقی(وثایق، تضامین و ...),آیا امکان پذیرش املاک فاقد سند رسمی به عنوان وثیقه وجود دارد؟,خیر. املاک باید دارای سند و پلاک ثبتی باشند تا قابلیت ترهین داشته باشند.
حقوقی(وثایق، تضامین و ...),آیا املاک واقع در شهرک های صنعتی پارکها و شهرک های علمی و تحقیقاتی قابلیت ترهین دارند؟ با چه شرایطی؟,در صورتی که این املاک محل اجرای طرح و دارای پایانکار باشد به شرط درج در مصوبه کمیته اعتباری و بلامانع بودن ترهین از نظر شهرک صنعتی یا پارک مربوطه، مورد قبول می باشد. لازم به ذکر است مبنای ترهین این املاک تا سقف 60 درصد ارزش کارشناسی می باشد.
حقوقی(وثایق، تضامین و ...),اقدامات مورد نیاز جهت عقد قرارداد تسهیلات در واحد حقوقی چیست؟,پس از تماس با شماره مسئول دفتر حقوقی به شماره تماس 42170871 ، متقاضی برای مراجعه به پایگاه اینترنتی صندوق نوآوری و شکوفائی به نشانی nsfund.ir و سپس به ترتیب، مراجعه به بخش خدمات، کاربرگ های حقوقی و سپس بارگیری فرم های درخواست انعقاد عقد قرارداد، معرفی وثیقه ملکی، معرفی ضامن معتبر و معرفی ماشین آلات و تجهیزات با توجه به وثیقه مقرر شده در مصوبه کمیته اعتباری و پس از آن تکمیل فرم ها و ارسال آن به همراه پیوست های مورد نیاز به ایمیل واحد حقوقی به نشانی legal@nsfund.ir راهنمایی می گردد. پس از ارسال فرمها و مدارک متقاضی از طریق تماس با مسئول دفتر از صحت و تکمیل بودن اسناد ارسالی اطمینان حاصل می کند. در صورتیکه اسناد ارسالی کامل باشد، پرونده به یک کارشناس حقوقی مستقر در واحد حقوقی صندوق ارجاع، و از این طریق فرایند عقد قرارداد تا ترهین و توثیق تضمینات و امضای قرارداد و تنفیذ آن پیگیری خواهد شد.
حقوقی(وثایق، تضامین و ...),آیا ضامن میتواند از پرسنل خود شرکت تسهیالت گیرنده باشد؟,خیر.
حقوقی(وثایق، تضامین و ...),ارزیابی اموال منقول و غیر منقول معرفی شده از سوی شرکتها به عنوان وثیقه از چه طریقی انجام می شود و هزینه آن بر عهده کیست؟,پس از تکمیل فرم معرفی ملک به عنوان وثیقه و پیوستهای آن، در صورت نبود مشکل و کامل بودن مستندات، واحد حقوقی صندوق بنا به مورد یک یا چند نفر از کارشناسان رسمی دادگستری معتمد را جهت ارزیابی ملک تعیین می نماید و یا طی نامه ای به کانون کارشناسان محل وقوع مال منقول یا غیرمنقول، درخواست معرفی کارشناس از ایشان می نماید. لازم به ذکر است کلیه هماهنگی های مربوطه و هزینه ها برعهده متقاضی تسهیلات بوده و صندوق هیچ مسئولیتی در این زمینه ندارد.
حقوقی(وثایق، تضامین و ...),فک رهن و استرداد تضمینات چه زمانی ممکن است؟,پس از اعلام کتبی حسابداری صندوق مبنی بر تسویه کامل بدهی شرکت.
حقوقی(وثایق، تضامین و ...),آیا صاحبان امضاء و ضامنین و وثیقه گذاران میتوانند در محل صندوق حضور نیافته و از طریق دیگری نسبت به امضای قرارداد اقدام نمایند؟,صاحبان حق امضاء باید در محل صندوق حضور پیدا کنند. حضور ضامنین جهت احراز هویت و تفهیم مسئولیت قراردادی به ایشان در زمان عقد قرارداد الزامی است. از ضامنین و صاحبان حق امضای شرکت وکالتنامه پذیرفته نمی شود. اما وثیقه گذاران می توانند با اعطای وکالت به اشخاص دیگر مطابق فرمت وکالتنامه مورد تأیید صندوق در محل صندوق و دفتر اسناد رسمی حضور پیدا نکنند. چنانچه اشخاص مذکور دارای عذر موجهی جهت حضور در محل صندوق می باشند (مانند بیماری مانع از حرکت) شرکت می تواند درخواست کتبی خود را جهت بررسی به واحد حقوقی ارائه نماید.
حقوقی(وثایق، تضامین و ...),آیا امکان تغییر و تبدیل وثائق و تضمینات و یا فروش آنها پس از عقد قرارداد وجود دارد؟,چنانچه شرکت پس از ترهین عقد تغییر وثیقه را داشته باشد، می بایست وثیقه ای که به لحاظ کیفیت معادل یا بهتر از وثیقه قبلی باشد را معرفی نموده و در صورت تایید آن با جلب نظر کارشناس، امکان تبدیل وثیقه وجود دارد. فروش وثیقه بعد از تنظیم سند رهنی به شخص ثالث، صرفاً، با موافقت کتبی و قبلی صندوق و با حفظ حقوق رهنی ممکن است. تغییر تضمینات از نوعی به نوع دیگر صرفاً زمانی ممکن است که وثیقه جدید به لحاظ کیفیت و ارزش از وثیقه قبلی بهتر باشد. (مثلا تبدیل ضامن به ضمانت نامه بانکی)
حقوقی(وثایق، تضامین و ...),آیا امکان ترهین مازاد املاک در رهن سایر بانک ها و موسسات و صندوق ها نزد صندوق وجود دارد؟,شرکت می تواند درخواست خود را به همراه نامه موافقت مرتهن اول به واحد حقوقی صندوق ارائه نماید تا موضوع در کمیته اعتباری صندوق طرح و در خصوص آن تصمیم گیری شود.
حقوقی(وثایق، تضامین و ...),آیا امکان اعتراض به نظریه کارشناسی ارزیابی وثائق وجود دارد؟,بله، چنانچه متقاضی تسهیلات به نظریه کارشناسی مبنی بر ارزیابی تضمینات و وثائق اعتراضی داشته باشد می تواند با هزینه خود درخواست کارشناسی مجدد کند. کارشناس یا خبره جدید از سوی صندوق یا کانون کارشناسان و مرکز مشاوران تعیین می گردد.
حقوقی(وثایق، تضامین و ...),آیا امکان ارائه تضمینات به صورت مرحله ای متناسب با پرداخت تسهیلات وجود دارد؟,درصورت درج در مصوبه اعتباری شرکت امکانپذیر است، درصورت عدم درج شرکت میتواند از طریق معاونت مربوطه درخواست خود را جهت ارائه مرحله ای تضمینات به مقام تصویب کننده ارائه دهد.
حقوقی(وثایق، تضامین و ...),آیا جهت عقد قرارداد تسهیلات در واحد حقوقی حضور فیزیکی متقاضی الزم است؟,صرفاً یک بار، آن هم برای امضای قرارداد. سایر مراحل و تشریفات بصورت الکترونیک و تلفنی انجام می شود.
حقوقی(وثایق، تضامین و ...),مهلت عقد قرارداد از زمان ابلاغ به شرکت چند روز است؟,اگر در نامه ابلاغ مصوبه به شرکت مدت تعیین نشده حداکثر 45 روز.
حقوقی(وثایق، تضامین و ...),آیا فرم های مورد نیاز جهت عقد قرارداد می بایست به صورت تایپی تکمیل گردد؟,بجز فرم درخواست انعقاد قرارداد که می بایست فایل متنی آن در قالبword ارسال شود، بقیه فرمها را می توان از بصورت تایپی یا دستی تکمیل و بعد از اسکن ایمیل نمود.
حقوقی(وثایق، تضامین و ...),در صورت انقضای مدت عقد قرارداد از سوی شرکت چه اقدامی باید صورت پذیرد؟,شرکت باید درخواست خود مبنی بر تمدید مدت قرارداد را به طور کتبی و مستدل خطاب به معاون مربوطه مطرح نماید تا مساله در کمیته اعتباری صندوق نوآوری و شکوفائی طرح و در خصوص آن تصمیم گیری گردد.
حقوقی(وثایق، تضامین و ...),اگر شرکتی به مفاد مصوبه ابلاغی اعتراض داشته باشد چه اقدامی می تواند انجام دهد؟,واحد حقوقی صندوق صرفاً مجری مصوبات بوده و هیچ اختیاری در تغییر مصوبه ندارد. شرکت می تواند اعتراض و دلایل آن را به طور کتبی خطاب به معاون مربوطه اعلام نماید. معاون محترم مربوطه در صورت موافقت با درخواست نسبت به انجام تشریفات قانونی اقدام خواهد کرد.
حقوقی(وثایق، تضامین و ...),آیا امکان ترهین مطالبات متقاضی از دستگاههای اجرایی نزد صندوق یا تهاتر آن مطالبات با بدهی شرکت به صندوق وجود دارد؟,چنانچه دستگاههای دولتی در قبال مطالبات شرکت متقاضی اسناد خزانه یا اوراق مشارکت صادر نموده باشند امکان ترهین آن موجود است و شرکت می تواند درخواست کتبی خود را ارسال نماید، در غیر این صورت امکان ترهین وجود ندارد. ضمناً تهاتر مطالبات شرکتها از سایر دستگاههای دولتی با بدهی شرکت به صندوق بدلیل استقلال مالی و تشکیلاتی صندوق از وزارتخانه ها و دستگاههای دولتی، به هیچ عنوان ممکن نیست.
فروش اقساطی (لیزینگ و سفارش ساخت),سقف استفاده از تسهیلات لیزینگ برای هر شرکت دانش بنیان چقدر است؟,1500 میلیارد ریال
فروش اقساطی (لیزینگ و سفارش ساخت),به هر قرارداد چه میزان تسهیلات لیزینگ تعلق می¬گیرد؟,در صورت احراز شرایط میزان تسهیلات لیزینگ و استصناع حداکثر 80 درصد ارزش کارشناسی محصول (بدون مالیات بر ارزش افزوده) خواهد بود.
فروش اقساطی (لیزینگ و سفارش ساخت),مدارک و مستندات مورد نیاز در تهیه گزارش ارزیابی شامل چه مواردی است؟,اط لاعات مورد نیاز جهت بررسی درخواست به تفکیک فروشنده و خریدار به شرح جدول پیوست است. بدیهی است در صورت عدم تکمیل اطلاعات ظرف مدت یک هفته از ارجاع درخواست به کارگزار ارزیاب موضوع از اولویت بررسی خارج خواهد شد.
فروش اقساطی (لیزینگ و سفارش ساخت),مدارک مورد نیاز که می بایست توسط فروشنده و خریدار برای ثبت درخواست در سامانه غزال فراهم گردد چیست؟,جدول پیوست
فروش اقساطی (لیزینگ و سفارش ساخت),مدت زمان بررسی درخواست لیزینگ چقدر است؟,پ س از تکمیل، ارسال و تایید کاربرگ، در صورت همکاری کامل خریدار و فروشنده در ارسال مدارک و مستندات باکارگزار جهت تهیه گزارش ارزیابی، حداکثر زمان ارزیابی تسهیلات 20 روز خواهد بود.
فروش اقساطی (لیزینگ و سفارش ساخت),لیزینگ اعتباری چیست؟,در صورتی که خریدار سابقه فروش محصول را داشته و پیش­بینی متعدد فروش برای سال آتی دارد، به شرط پذیرش بانک(عامل مالی)، می­تواند درخواست حد اعتباری لیزینگ نماید.
فروش اقساطی (لیزینگ و سفارش ساخت),چه محصولاتی شرایط استفاده از خدمت لیزینگ را دارند؟,محصولات دانش بنیان 1) سرمایه­ای، 2) واسطه ای و مصرفی در صورت احراز شرایط
فروش اقساطی (لیزینگ و سفارش ساخت),حداقل میزان استفاده از تسهیلات لیزینگ در هر درخواست چقدر است؟,1 میلیارد ریال
فروش اقساطی (لیزینگ و سفارش ساخت),نرخ سود، دوره بازپرداخت و وثایق در مدل لیزینگ اعتباری چگونه است؟,مشابه با تسهیلات لیزینگ صندوق نوآوری و شکوفایی
فروش اقساطی (لیزینگ و سفارش ساخت),فرآیند پرداخت پس از تصویب حد اعتباری لیزینگ چکونه است؟,پس از تصویب، شرکت دانش بنیان خریدار/ خریداران را به عامل مالی تعیین شده معرفی می نماید. در صورت احراز شرایط اعتباری و ارایه وثایق کافی از سوی خریدار عامل مالی اقدام به عقد قرارداد با خریدار خواهد نمود. پس از عقد قرارداد با عامل مالی و با هماهنگی صندوق تحویل موضوع تسهیلات به خریدار انجام شده و پس از ارایه مستندات تحویل و نصب و راه اندازی کالا در محل خریدار (صورتجلسه تحویل، مستندات واریز سهم خریدار به حساب شرکت فروشنده و....)پرداخت به شرکت فروشنده انجام خواهد شد.
فروش اقساطی (لیزینگ و سفارش ساخت),آیا امکان ارایه همزمان درخواست تسهیلات لیزینگ و سفارش ساخت برای خریداران مختلف وجود دارد؟,بله به شرط تایید توانمندی فروشنده در اجرای همزمان قراردادها
فروش اقساطی (لیزینگ و سفارش ساخت),اگر قرارداد شرکت شامل کالای غیر دانش بنیان هم باشد می¬توان تسهیلات فروش اقساطی را به کل قرارداد اعطا نمود؟,خیر ارایه تسهیلات لیزینگ فقط به محصول دانش بنیان تعلق می گیرد.
فروش اقساطی (لیزینگ و سفارش ساخت),حداقل میزان پیش پرداخت در خدمات فروش اقساطی چه میزان است؟,20 درصد برای کارفرمایان دولتی
فروش اقساطی (لیزینگ و سفارش ساخت),آیا شرکت دانش بنیان جهت قراردادهای خاتمه یافته می¬تواند اقدام به ارایه درخواست لیزینگ و تکمیل کاربرگ نماید؟,خیر
فروش اقساطی (لیزینگ و سفارش ساخت),نرخ تسهیلات خدمت توسعه بازار (لیزینگ و سفارش ساخت) چقدر است؟,نرخ شورای پول و اعتبار
فروش اقساطی (لیزینگ و سفارش ساخت),آیا لیزینگ به نرم افزارتعلق می¬گیرد؟,بله به شرط تایید اصالت معامله، تایید قیمت محصول، ثبت معامله در معاملات فروش فصلی فروشنده و خرید فصلی خریدار و...
فروش اقساطی (لیزینگ و سفارش ساخت),شرایط استفاده از تسهیلات لیزینگ برای محصولات مصرفی چیست؟,تنها لیزینگ امکان پذیر بوده به شرط تایید اصالت معامله، ثبت در معاملات فروش فصلی فروشنده و خرید فصلی خریدار، وجود صورت های مالی حسابرسی شده 3 سال گذشته فروشنده و خریدار و ....
فروش اقساطی (لیزینگ و سفارش ساخت),شرایط بازپرداخت تسهیلات لیزینگ و سفارش ساخت چگونه است؟,مد ت تنفس حداکثر 6 ماه و طول دوره بازپرداخت با احتساب دوره تنفس حداکثر 36 ماه خواهد بود. دوره بازپرداخت از تاریخ آخرین مرحله پرداخت شروع خواهد شد.
فروش اقساطی (لیزینگ و سفارش ساخت),در خدمت لیزینگ و استصناع تضامین و وثایق از کدامیک از خریدار یا فروشنده اخذ می شود؟,خریدار، متعهد بازپرداخت تسهیلات است و لذا تضامین از خریدار اخذ خواهد شد. اما در تسهیلات سفارش ساخت (استصناع) علاوه بر خریدار از فروشنده نیز تضامین لازم بابت حسن اجرای کار در دوره ساخت محصول اخذ خواهد شد.
فروش اقساطی (لیزینگ و سفارش ساخت),مراحل ارسال درخواست حد اعتباری لیزینگ چگونه است؟,فروشنده ضمن انتخاب گزینه لیزینگ اعتباری در سامانه غزال صندوق، پیش فاکتور کلی حاوی مشخصات محصولات دانش بنیان، تعداد فروش بالقوه آتی و مبلغ فروش محصول را اعلام می­نماید. در فیلد مربوط به نام خریدار، صنف استفاده کننده محصول به عنوان خریدار ذکر شود. ارسال مشخصات خریداران در زمان ثبت درخواست الزامی نیست.
فروش اقساطی (لیزینگ و سفارش ساخت),لیزینگ اعتباری چیست؟,در صورتی که خریدار سابقه فروش محصول را داشته و پیش­بینی متعدد فروش برای سال آتی دارد می­تواند درخواست حد اعتباری لیزینگ نماید. ثبت درخواست صرفا از طریق سامانه غزال انجام شده و بررسی اولیه درخواست توسط صندوق انجام خواهد گرفت اما در نهایت اعتبار سنجی و تعیین تضامین هریک از خریداران به طور مستقل توسط عامل مالی انجام خواهد پذیرفت. برای جزییات بیشتر کلیک کنید
فروش اقساطی (لیزینگ و سفارش ساخت),تفاوت لیزینگ بانکی و لیزینگ داخلی و صندوق های پژوهش و فناوری در زمان ثبت درخواست در سامانه غزال صندوق چیست؟,در لیزینگ بانکی درصورت تصویب و تایید بانک عامل، عاملیت مالی عقد قرارداد و پرداخت از طریق بانک های دارای تفاهم نامه همکاری با صندوق انجام می­شود اما در لیزینگ داخلی بسته به مبلغ تسهیلات عامل مالی صندوق نوآوری و شکوفایی یا صندوق های پژوهش و فناوری (خط اعتباری تخصیص داده شده به صندوق های پژوهش و فناوری از سوی صندوق نوآوری)خواهد بود. تعیین عامل مالی در همه موارد به تشخیص صندوق نوآوری و شکوفایی خواهد بود.
فروش اقساطی (لیزینگ و سفارش ساخت),آیا پیش پرداخت توسط کارفرما می تواند در چند قسط و در طول دوره اجرا پرداخت گردد؟,به شرط تایید کمیته متناسب با پرداخت ها امکان پذیر خواهد بود
فروش اقساطی (لیزینگ و سفارش ساخت),تفاوت تسهیلات لیزینگ و سفارش ساخت (استصناع) در چیست؟,در تسهیلات لیزینگ کالا در انبار فروشنده موجود بوده و پس از تحویل کالا به خریدار، تسهیلات به حساب فروشنده واریز خواهد شد. اما در تسهیلات سفارش ساخت کالا آماده نبوده و بر اساس پیشرفت ساخت و به صورت مرحله­ای پرداخت تسهیلات به حساب شرکت فروشنده انجام خواهد شد.
فروش اقساطی (لیزینگ و سفارش ساخت),آیا در صورت وجود عضو هیات مدیره یا سهامدار مشترک بین فروشنده و خریدار امکان استفاده از تسهیلات لیزینگ و سفارش ساخت وجود دارد؟,خیر
فروش اقساطی (لیزینگ و سفارش ساخت),آیا امکان استفاده همزمان از تسهیلات لیزینگ و سایر خدمات صندوق وجود دارد؟,شرکت نمیتواند همزمان خدمت لیزینگ و سایر تسهیلات را در یک قرارداد دریافت نماید.تسهیلات لیزینگ و سرمایه درگردش با یکدیگر همپوشانی داشته و تا زمان احراز اثربخشی تسهیلات سرمایه درگردش شرکت ، امکان ارسال درخواست فروش اقساطی وجود ندارد.
فروش اقساطی (لیزینگ و سفارش ساخت),چه محصولاتی شرایط استفاده از خدمت سفارش ساخت را دارند؟,محصولات دانش­بنیان سرمایه­ای (ماشین آلات و تجهیزات)
فروش اقساطی (لیزینگ و سفارش ساخت),آیا بخش دولتی می تواند از خدمت لیزینگ و سفارش ساخت استفاده نماید؟,خر یداران دولتی یا نهاد عمومی غیردولتی مشروط به سپردن ضمانت نامه تعهدپرداخت بانکی یا ارایه وثایق محکم سهل­البیع به تشخیص صندوق امکان استفاده از این خدمات را خواهند داشت.
فروش اقساطی (لیزینگ و سفارش ساخت),آیا در زمان تکمیل کاربرگ تضامین مورد نیاز برای استفاده از تسهیلات لیزینگ مشخص است؟,در زمان تکمیل کاربرگ تضمین مورد قبول مشخص نبوده و نوع و ترکیب وثایق جهت تضمین تسهیلات لیزینگ و سفارش ساخت پس از اعتبارسنجی خریدار و تکمیل و ارایه گزارش ارزیابی در کمیته مشخص خواهد شد. بدیهی است در زمان ارسال درخواست خریدار تضامین لازم جهت تضمین تسهیلات را بایستی معرفی نماید.
فروش اقساطی (لیزینگ و سفارش ساخت),در تسهیلات سفارش ساخت مبنای اخذ تضامین از فروشنده چیست؟,سابقه فنی و مالی و عملکرد در قراردادهای گذشته شرکت فروشنده
فروش اقساطی (لیزینگ و سفارش ساخت),آیا شرکت های توزیع و پخش به عنوان خریدار می¬توانند از تسهیلات لیزینگ استفاده نمایند؟,خیر، با توجه به ماهیت فعالیت­ شرکت­های توزیع و پخش به صورت خرید امانی و پرداخت­های دوره­ای مشمول استفاده از تسهیلات نمی­باشند.
صکوک,صندوق در تسهیل انتشار اوراق صکوک چه خدماتی را ارئه می نماید؟,"صندوق از دو روش زیر می‌تواند نسبت به تسهیل انتشار اوراق صکوک اقدام نماید. تسهیل انتشار اوراق صکوک (پشتیبانی رکن ضامن): شرکت‌ها برای ضمانت انتشار اوراق صکوک مورد نیاز خود می توانند معادل 50% مبلغ اصل و فرع اوراق تا سقف 6،000 میلیارد ریال، از ""ضمانتنامه اعتباری"" صندوق نوآوری و شکوفایی بهره­مند شوند. در این مسیر صندوق به عنوان پشتیبان رکن ضامن قرار می گیرید. صندوق در تعامل با بانک­­های ضامن متعهد شده است به منظور تامین وثایق شرکت­­ها، ضمانت­نامه­ای معادل 50% مجموع اصل و سود اوراق را به بانک ارائه دهد و بانک برای الباقی وثایق صرفاً اسناد تجاری از شرکت­ها دریافت کند و حداکثر 30% تخفیف در کارمزد ضمانت در نظر بگیرد. تسهیل انتشار اوراق صکوک (رکن ضامن): شرکت‌ها برای ضمانت انتشار اوراق صکوک مورد نیاز خود می توانند معادل 100% مبلغ اصل و فرع اوراق تا سقف 6،000 میلیارد ریال، از ""ضمانتنامه اعتباری"" صندوق نوآوری و شکوفایی بهره­مند شوند. در این مسیر صندوق به عنوان رکن ضامن قرار می گیرید. صندوق مستقلا می تواند به عنوان رکن ضامن انتشار اوراق صکوک قرار بگیرد که در این حالت به منظور تامین وثایق شرکت­­ها صرفاً اسناد تجاری از شرکت­ها دریافت می نماید."
صکوک,صکوک چیست؟,صکوک، اوراق بهادار قابل معامله در بازارهای مالی است که با مجوز سازمان بورس و اوراق بهادار منتشر می­شود و پس از فروش این اوراق توسط عامل فروش منابع حاصل از فروش آن در اختیار شرکت قرار داده می شود. این منابع را می توان به منظور تأمین هزینه‌های جاری (سرمایه در گردش) و توسعه زیرساخت تولید محصولات/خدمات دانش بنیان استفاده کرد. سود این اوراق بصورت دوره ای (معمولاً هر سه ماه یکبار) و اصل آن پس از دوره مشخص (معمولاً 4 سال) توسط بانی اوراق (شرکت متقاضی) بازپرداخت می­شود. یکی از ارکان اصلی انتشار این اوراق، رکن ضامن است که ضمانت بازپرداخت سود و اصل اوراق را برعهده دارد و برای اوراق 4 ساله مبلغ این ضمانت حدود 2 برابر اصل اوراق است.
صکوک,چه شرکت‌هایی امکان استفاده از خدمت صکوک را دارند؟,"فروش کل شرکت در سال 1403 ( بر اساس گزارش‌های معاملات فصلی/صورت‌های مالی) بیشتر از 5,000 میلیارد ریال باشد. در سال 1403 ( بر اساس گزارش‌های معاملات فصلی/صورت‌های مالی) حداقل 30% فروش شرکت مربوط به فروش محصولات دانش بنیان باشد یا در غیر اینصورت برنامه‌ی عملیاتی شرکت به گونه ای باشد که در اثر اجرای آن، سهم محصول دانش بنیان در سبد فروش شرکت حداقل 2 برابر شده و به بیش از 15% برسد. شرکت برنامه‌ی عملیاتی مشخصی برای رشد میانگین سالانه حداقل 10 درصدی مقدار تولید محصولات/خدمات دانش بنیان در طول دوره زمانی اوراق منتشر شده داشته باشد. در صورتی‌که شرکت قبلاً از خدمات تسهیلاتی صندوق (به صورت مستقیم یا با اخذ معرفی‌نامه) استفاده کرده باشد، اثر دریافت این خدمات در توسعه و رشد شرکت قابل احراز باشد. سرمایه ثبتی شرکت (براساس آخرین آگهی تغییرات سرمایه) حداقل 100 میلیارد ریال و حقوق مالکانه (براساس آخرین صورت مالی حسابرسی شده) حداقل 200 میلیارد ریال باشد. نسبت مجموع بدهی‌ها به دارايی‌های آن (براساس صورت مالی حسابرسی شده آخرین سال) حداکثر 80 درصد باشد. جريان نقدي حاصل از عمليات شرکت در طی دو سال مالي اخير مثبت باشد و حداقل کفاف 50 درصد جمع اقساط 12 ماه نخست بعد از انتشار اوراق را بدهد. عدم وجود زیان انباشته و آخرین سود خالص سالانه کفاف حداقل 50 درصد از مجموع اقساط 12 ماه نخست بعد از انتشار اوراق را بدهد. شرکت دارای صورت های مالی حسابرسی شده توسط ""حسابرس معتمد سازمان بورس"" برای 2 دوره مالی اخیر باشد و اظهار نظر بازرس و حسابرس شرکت مردود يا عدم اظهارنظر نباشد."
صکوک,سقف میزان ضمانت نامه صادره برای شرکت‌های دانش‌بنیان بر چه اساسی تعیین می‌شود؟,میزان ضمانت نامه قابل ارائه به شرکت‌های دانش‌بنیان متناسب با برنامه شرکت برای هزینه های سرمایه ثابت و سرمایه در گردش قابل محاسبه می باشد در این راستا طرح شرکت به لحاظ مسائل فنی اقتصادی و بازار بررسی شده و هزینه های مورد نیاز توسعه زیرساخت و یا هزینه های جاری تولید محصول دانش بنیان محاسبه می شود و سقف تامین مالی مورد نیاز مشخص و متناسب با رفتار مالی و اعتباری شرکت درصد پذیرش ریسک صندوق محاسبه و میزان سقف ضمانت نامه قابل اعطا محاسبه می شود. ارزیابی تقاضاها بر مبنای اطلاعات ارائه شده توسط شرکت انجام می‌شود و هر چه اطلاعات ارائه شده دقیق­تر و کامل­تر باشد به تصمیم گیری بهتر و سریعتر کمک می کند. از این رو تکمیل دقیق کاربرگ های تقاضا و همکاری در فرایند ارزیابی از اهمیت زیادی برخوردار است.
